,Unnamed: 0,Unnamed: 0.1,Unsegmented_hashtag,Segmented_hashtag,Unsegmented_hashtag_lowerCase,Segmented_hashtag_lowerCase,segments_count
236588,237155,237155,WIvsIND,W Ivs IND,wivsind,w ivs ind,3
139872,140227,140227,VertexDOS19,Vertex DOS 19,vertexdos19,vertex dos 19,3
218400,218929,218929,MustabadPublicMeeting,Mustabad Public Meeting,mustabadpublicmeeting,mustabad public meeting,3
224724,225268,225268,ShowVsMovie,Show Vs Movie,showvsmovie,show vs movie,3
244256,244843,244843,PappuKiPappu,Pappu Ki Pappu,pappukipappu,pappu ki pappu,3
29441,29528,29528,AnyoneButBevin,Anyone But Bevin,anyonebutbevin,anyone but bevin,3
107059,107341,107341,AfricanPeoplesConvention,African Peoples Convention,africanpeoplesconvention,african peoples convention,3
100304,100573,100573,MissYouLala,Miss You Lala,missyoulala,miss you lala,3
107284,107566,107566,StandAloneBill,Stand Alone Bill,standalonebill,stand alone bill,3
152969,153349,153349,PeriyarDMK,Periyar DMK,periyardmk,periyar dmk,2
118281,118581,118581,ObzJuniorSchool,Obz Junior School,obzjuniorschool,obz junior school,3
251216,251821,251821,RaleganSiddhi,Ralegan Siddhi,ralegansiddhi,ralegan siddhi,2
118540,118842,118842,SagarikaNeedsBurnol,Sagarika Needs Burnol,sagarikaneedsburnol,sagarika needs burnol,3
55866,56027,56027,4YearsOfUSWarOnYemen,4 Years Of US War On Yemen,4yearsofuswaronyemen,4 years of us war on yemen,7
26503,26584,26584,RamCharanFans,Ram Charan Fans,ramcharanfans,ram charan fans,3
172284,172701,172701,TrumpMexicoHoax,Trump Mexico Hoax,trumpmexicohoax,trump mexico hoax,3
272926,273571,273571,LoveGala2019,Love Gala 2019,lovegala2019,love gala 2019,3
59679,59848,59848,MenOfIndia,Men Of India,menofindia,men of india,3
253594,254204,254204,Bahujan4Bahujan,Bahujan 4 Bahujan,bahujan4bahujan,bahujan 4 bahujan,3
212473,212990,212990,WaterresourcesMinister,Waterresources Minister,waterresourcesminister,waterresources minister,2
125881,126203,126203,SatSriAkal,Sat Sri Akal,satsriakal,sat sri akal,3
86164,86400,86400,EasyToWash,Easy To Wash,easytowash,easy to wash,3
178794,179221,179221,AndSoManyMore,And So Many More,andsomanymore,and so many more,4
313312,314055,314055,PoliTicker,Poli Ticker,politicker,poli ticker,2
37012,37114,37114,ChoicePopSong,Choice Pop Song,choicepopsong,choice pop song,3
214654,215174,215174,MaineCoonCat,Maine Coon Cat,mainecooncat,maine coon cat,3
330083,330850,330850,#WeWantLiftUpdate,We Want Lift Update,#wewantliftupdate,we want lift update,4
148120,148486,148486,Youth4Riju,Youth 4 Riju,youth4riju,youth 4 riju,3
231424,231979,231979,InformationAndBroadcastMinistry,Information And Broadcast Ministry,informationandbroadcastministry,information and broadcast ministry,4
324330,325096,325096,ProtectWater,Protect Water,protectwater,protect water,2
256279,256892,256892,RejectsModi,Rejects Modi,rejectsmodi,rejects modi,2
82302,82525,82525,JustOccuredToMe,Just Occured To Me,justoccuredtome,just occured to me,4
137845,138197,138197,NBAnoSporTV,NB Ano Spor TV,nbanosportv,nb ano spor tv,4
125241,125562,125562,GemanafushiDhaaira,Gemanafushi Dhaaira,gemanafushidhaaira,gemanafushi dhaaira,2
303790,304514,304514,TheActivistPolls,The Activist Polls,theactivistpolls,the activist polls,3
289266,289950,289950,CarigarTools,Carigar Tools,carigartools,carigar tools,2
171600,172017,172017,MakeThatCall,Make That Call,makethatcall,make that call,3
274220,274868,274868,SPCongressBSP,SP Congress BSP,spcongressbsp,sp congress bsp,3
319641,320398,320398,PetrolDieselGasPrices,Petrol Diesel Gas Prices,petroldieselgasprices,petrol diesel gas prices,4
57060,57225,57225,RamCharanBohra,Ram Charan Bohra,ramcharanbohra,ram charan bohra,3
103624,103899,103899,TestosteroneFix,Testosterone Fix,testosteronefix,testosterone fix,2
328267,329034,329034,#Panorama1stWin,Panorama 1 st Win,#panorama1stwin,panorama 1 st win,4
148800,149166,149166,InternationalIslandGames,International Island Games,internationalislandgames,international island games,3
225549,226097,226097,DiplomasTheft,Diplomas Theft,diplomastheft,diplomas theft,2
37751,37856,37856,GooglersUnite,Googlers Unite,googlersunite,googlers unite,2
331643,332410,332410,#ShankarNag,Shankar Nag,#shankarnag,shankar nag,2
4312,4325,4325,AsDiscussed,As Discussed,asdiscussed,as discussed,2
149075,149443,149443,SantJordi,Sant Jordi,santjordi,sant jordi,2
325249,326016,326016,RandiMedia,Randi Media,randimedia,randi media,2
230303,230857,230857,MangaldaiHPCwithModi,Mangaldai HP Cwith Modi,mangaldaihpcwithmodi,mangaldai hp cwith modi,4
174905,175328,175328,MountRainier,Mount Rainier,mountrainier,mount rainier,2
197150,197625,197625,NainitalUttarakhand,Nainital Uttarakhand,nainitaluttarakhand,nainital uttarakhand,2
143473,143832,143832,BiharMandate,Bihar Mandate,biharmandate,bihar mandate,2
56349,56512,56512,HowzTheJobs,Howz The Jobs,howzthejobs,howz the jobs,3
98801,99065,99065,MakranaVidhansabha,Makrana Vidhansabha,makranavidhansabha,makrana vidhansabha,2
121303,121616,121616,RahultooGayo,Rahultoo Gayo,rahultoogayo,rahultoo gayo,2
81602,81825,81825,MamataBenarjee,Mamata Benarjee,mamatabenarjee,mamata benarjee,2
284275,284952,284952,VibrantGuajarat,Vibrant Guajarat,vibrantguajarat,vibrant guajarat,2
28661,28748,28748,1stTimeVoter,1 st Time Voter,1sttimevoter,1 st time voter,4
106076,106358,106358,NeverShariaInUSA,Never Sharia In USA,nevershariainusa,never sharia in usa,4
7578,7604,7604,ViratKiBaraat,Virat Ki Baraat,viratkibaraat,virat ki baraat,3
103328,103602,103602,FinancialBudget2019,Financial Budget 2019,financialbudget2019,financial budget 2019,3
105796,106076,106076,IVote4Vivasayi,I Vote 4 Vivasayi,ivote4vivasayi,i vote 4 vivasayi,4
310361,311098,311098,MigrantHealth,Migrant Health,migranthealth,migrant health,2
257802,258419,258419,HappyBirthdayMohanlal,Happy Birthday Mohanlal,happybirthdaymohanlal,happy birthday mohanlal,3
53057,53209,53209,DeshKiJeet,Desh Ki Jeet,deshkijeet,desh ki jeet,3
216332,216856,216856,MarketOutlook,Market Outlook,marketoutlook,market outlook,2
132647,132986,132986,JorhatAirBase,Jorhat Air Base,jorhatairbase,jorhat air base,3
105052,105331,105331,TrendyWallets,Trendy Wallets,trendywallets,trendy wallets,2
267603,268238,268238,EnnaSeiyaVendumMP,Enna Seiya Vendum MP,ennaseiyavendummp,enna seiya vendum mp,4
18072,18126,18126,NoteBandhiScam,Note Bandhi Scam,notebandhiscam,note bandhi scam,3
214093,214611,214611,MatterOfPride,Matter Of Pride,matterofpride,matter of pride,3
276641,277297,277297,Modi2019Interview,Modi 2019 Interview,modi2019interview,modi 2019 interview,3
319127,319883,319883,ICCWorldcup2019,ICC Worldcup 2019,iccworldcup2019,icc worldcup 2019,3
253370,253980,253980,KenyaCup,Kenya Cup,kenyacup,kenya cup,2
5286,5303,5303,GDPFall,GDP Fall,gdpfall,gdp fall,2
119367,119673,119673,NursingNowEngland,Nursing Now England,nursingnowengland,nursing now england,3
254330,254943,254943,SuggestPM,Suggest PM,suggestpm,suggest pm,2
266299,266930,266930,WillieMadisha,Willie Madisha,williemadisha,willie madisha,2
303730,304454,304454,RealFaceOfBJP,Real Face Of BJP,realfaceofbjp,real face of bjp,4
66294,66476,66476,CEStudies,CE Studies,cestudies,ce studies,2
150336,150707,150707,MumbaiSouthelections2019candidates,Mumbai Southelections 2019 candidates,mumbaisouthelections2019candidates,mumbai southelections 2019 candidates,4
91834,92084,92084,jhootiMedia,jhooti Media,jhootimedia,jhooti media,2
22636,22708,22708,WearAHelmet,Wear A Helmet,wearahelmet,wear a helmet,3
87965,88210,88210,antiZionist,anti Zionist,antizionist,anti zionist,2
28022,28108,28108,BharataChhodo,Bharata Chhodo,bharatachhodo,bharata chhodo,2
297214,297921,297921,JaiprakashBaviskar,Jaiprakash Baviskar,jaiprakashbaviskar,jaiprakash baviskar,2
70378,70570,70570,ImposePresidentRuleInBengal,Impose President Rule In Bengal,imposepresidentruleinbengal,impose president rule in bengal,5
272675,273320,273320,ForeverWithPK,Forever With PK,foreverwithpk,forever with pk,3
125900,126222,126222,YSRCLPMeeting,YSRCLP Meeting,ysrclpmeeting,ysrclp meeting,2
199461,199939,199939,MonacoGp,Monaco Gp,monacogp,monaco gp,2
10219,10249,10249,NE4Modi,NE 4 Modi,ne4modi,ne 4 modi,3
202001,202488,202488,CoE,Co E,coe,co e,2
246991,247583,247583,YCPParliamentaryParty,YCP Parliamentary Party,ycpparliamentaryparty,ycp parliamentary party,3
26423,26504,26504,HSCBoardExamResult,HSC Board Exam Result,hscboardexamresult,hsc board exam result,4
82764,82990,82990,KBKPollgraphics,KBK Pollgraphics,kbkpollgraphics,kbk pollgraphics,2
274716,275366,275366,LoksbahaElections2019,Loksbaha Elections 2019,loksbahaelections2019,loksbaha elections 2019,3
113124,113415,113415,namoAGAIN,namo AGAIN,namoagain,namo again,2
157049,157437,157437,Dabangg3Begins,Dabangg 3 Begins,dabangg3begins,dabangg 3 begins,3
70540,70734,70734,KondaGattuAnjaanna,Konda Gattu Anjaanna,kondagattuanjaanna,konda gattu anjaanna,3
129258,129588,129588,MonDayBestASHTAN,Mon Day Best ASHTAN,mondaybestashtan,mon day best ashtan,4
122450,122763,122763,TejasviBeda,Tejasvi Beda,tejasvibeda,tejasvi beda,2
288096,288780,288780,MainBHIChowkidar,Main BHI Chowkidar,mainbhichowkidar,main bhi chowkidar,3
32381,32474,32474,modiLogic,modi Logic,modilogic,modi logic,2
238986,239557,239557,FakeNarrative,Fake Narrative,fakenarrative,fake narrative,2
248681,249280,249280,CongratsKalonzo,Congrats Kalonzo,congratskalonzo,congrats kalonzo,2
90919,91167,91167,BhoolanaMushkilHoga,Bhoolana Mushkil Hoga,bhoolanamushkilhoga,bhoolana mushkil hoga,3
309177,309912,309912,VotaItaliano,Vota Italiano,votaitaliano,vota italiano,2
305982,306709,306709,NageshMudiraj,Nagesh Mudiraj,nageshmudiraj,nagesh mudiraj,2
162296,162696,162696,BabyRapist,Baby Rapist,babyrapist,baby rapist,2
41276,41393,41393,KcrVsChandraBabu,Kcr Vs Chandra Babu,kcrvschandrababu,kcr vs chandra babu,4
206675,207172,207172,ThoughtsOfBabasaheb,Thoughts Of Babasaheb,thoughtsofbabasaheb,thoughts of babasaheb,3
74093,74299,74299,MtVernonVA,Mt Vernon VA,mtvernonva,mt vernon va,3
238944,239515,239515,ProudBhakts,Proud Bhakts,proudbhakts,proud bhakts,2
106730,107012,107012,WithNeeyamo,With Neeyamo,withneeyamo,with neeyamo,2
25260,25339,25339,BestBlessings,Best Blessings,bestblessings,best blessings,2
42965,43085,43085,TheDarkHistoryOfBJP,The Dark History Of BJP,thedarkhistoryofbjp,the dark history of bjp,5
2408,2416,2416,RavisankarPrsadKaPatna,Ravisankar Prsad Ka Patna,ravisankarprsadkapatna,ravisankar prsad ka patna,4
21911,21980,21980,JihadiIslamicFundamentalists,Jihadi Islamic Fundamentalists,jihadiislamicfundamentalists,jihadi islamic fundamentalists,3
226668,227218,227218,ModiMaththomme,Modi Maththomme,modimaththomme,modi maththomme,2
220006,220537,220537,TheVoiceOfNewIndia,The Voice Of New India,thevoiceofnewindia,the voice of new india,5
311094,311834,311834,RumaGuhaThakurta,Ruma Guha Thakurta,rumaguhathakurta,ruma guha thakurta,3
209695,210200,210200,MusheerabadwithMutaGopal,Musheerabadwith Muta Gopal,musheerabadwithmutagopal,musheerabadwith muta gopal,3
299896,300607,300607,MovieBeforeElections,Movie Before Elections,moviebeforeelections,movie before elections,3
172120,172537,172537,HeatWaves,Heat Waves,heatwaves,heat waves,2
82195,82418,82418,RobertVadraChorHai,Robert Vadra Chor Hai,robertvadrachorhai,robert vadra chor hai,4
209298,209802,209802,CongressHindinews,Congress Hindinews,congresshindinews,congress hindinews,2
59744,59913,59913,NTVToday,NTV Today,ntvtoday,ntv today,2
134005,134349,134349,FalseEconomy,False Economy,falseeconomy,false economy,2
236480,237046,237046,GirdhariLalDogra,Girdhari Lal Dogra,girdharilaldogra,girdhari lal dogra,3
96375,96632,96632,JudicialCommittee,Judicial Committee,judicialcommittee,judicial committee,2
99217,99482,99482,RahulKaBaapChorHai2019,Rahul Ka Baap Chor Hai 2019,rahulkabaapchorhai2019,rahul ka baap chor hai 2019,6
66815,66997,66997,MegaHealingAnointing,Mega Healing Anointing,megahealinganointing,mega healing anointing,3
302331,303048,303048,BloodyHypocrites,Bloody Hypocrites,bloodyhypocrites,bloody hypocrites,2
106688,106970,106970,IndianPanama,Indian Panama,indianpanama,indian panama,2
142799,143157,143157,ExciseDuty,Excise Duty,exciseduty,excise duty,2
239903,240478,240478,SenateOath,Senate Oath,senateoath,senate oath,2
134398,134742,134742,AMBGiveaway,AMB Giveaway,ambgiveaway,amb giveaway,2
214266,214785,214785,LastChance,Last Chance,lastchance,last chance,2
303417,304141,304141,IslamicGoggles,Islamic Goggles,islamicgoggles,islamic goggles,2
208249,208750,208750,DeshSabhika,Desh Sabhika,deshsabhika,desh sabhika,2
81572,81794,81794,twitterPoll,twitter Poll,twitterpoll,twitter poll,2
191687,192147,192147,pappuisantiHindu,pappuisanti Hindu,pappuisantihindu,pappuisanti hindu,2
144792,145152,145152,NBATwitterLive,NBA Twitter Live,nbatwitterlive,nba twitter live,3
44455,44578,44578,ETNow,ET Now,etnow,et now,2
329446,330213,330213,#SwagatamTejasviSurya,Swagatam Tejasvi Surya,#swagatamtejasvisurya,swagatam tejasvi surya,3
73550,73755,73755,CWC19OldTrafford,CWC 19 Old Trafford,cwc19oldtrafford,cwc 19 old trafford,4
177619,178044,178044,RaviVisvesvarayaSharadaPrasad,Ravi Visvesvaraya Sharada Prasad,ravivisvesvarayasharadaprasad,ravi visvesvaraya sharada prasad,4
72834,73036,73036,BharatMeriMaaBhajapaMeraParivar,Bharat Meri Maa Bhajapa Mera Parivar,bharatmerimaabhajapameraparivar,bharat meri maa bhajapa mera parivar,6
252692,253301,253301,SuzukiBike,Suzuki Bike,suzukibike,suzuki bike,2
285779,286459,286459,BJPAgain,BJP Again,bjpagain,bjp again,2
311401,312141,312141,IPLEliminator,IPL Eliminator,ipleliminator,ipl eliminator,2
103079,103353,103353,TheAreWillBeJestice,The Are Will Be Jestice,thearewillbejestice,the are will be jestice,5
128013,128340,128340,BattleRoyal,Battle Royal,battleroyal,battle royal,2
166722,167133,167133,VijaySampla4Hoashiarpur,Vijay Sampla 4 Hoashiarpur,vijaysampla4hoashiarpur,vijay sampla 4 hoashiarpur,4
17496,17550,17550,electionswithNP,electionswith NP,electionswithnp,electionswith np,2
234160,234720,234720,NaveenBabuKhusiTa,Naveen Babu Khusi Ta,naveenbabukhusita,naveen babu khusi ta,4
274849,275500,275500,OmnisArma,Omnis Arma,omnisarma,omnis arma,2
300575,301289,301289,VoiceofCitizen,Voiceof Citizen,voiceofcitizen,voiceof citizen,2
71087,71284,71284,PappuCantPass,Pappu Cant Pass,pappucantpass,pappu cant pass,3
318809,319565,319565,IndianHeritage,Indian Heritage,indianheritage,indian heritage,2
30923,31013,31013,TMCGunda,TMC Gunda,tmcgunda,tmc gunda,2
301274,301990,301990,ClaraOswald,Clara Oswald,claraoswald,clara oswald,2
279211,279876,279876,WomenEquality,Women Equality,womenequality,women equality,2
309002,309737,309737,ProudOfMyPM,Proud Of My PM,proudofmypm,proud of my pm,4
281216,281885,281885,SaveBabriMasjid,Save Babri Masjid,savebabrimasjid,save babri masjid,3
99634,99900,99900,VimalKumar,Vimal Kumar,vimalkumar,vimal kumar,2
4268,4281,4281,NabamTuki,Nabam Tuki,nabamtuki,nabam tuki,2
214070,214588,214588,RealClimateLeaders,Real Climate Leaders,realclimateleaders,real climate leaders,3
100142,100410,100410,InternalEmergency,Internal Emergency,internalemergency,internal emergency,2
209647,210152,210152,PhonyPropagandaMedia,Phony Propaganda Media,phonypropagandamedia,phony propaganda media,3
223509,224047,224047,NewZealandTerror,New Zealand Terror,newzealandterror,new zealand terror,3
35909,36006,36006,PanchapurIsOurSingapore,Panchapur Is Our Singapore,panchapurisoursingapore,panchapur is our singapore,4
62017,62191,62191,CSDPride,CSD Pride,csdpride,csd pride,2
20428,20487,20487,RahulChoronKaBaapHai,Rahul Choron Ka Baap Hai,rahulchoronkabaaphai,rahul choron ka baap hai,5
144987,145347,145347,BanPOLYGAMY,Ban POLYGAMY,banpolygamy,ban polygamy,2
271802,272444,272444,BJPCandidateAttack,BJP Candidate Attack,bjpcandidateattack,bjp candidate attack,3
112567,112856,112856,SayYesToJaiShriRam,Say Yes To Jai Shri Ram,sayyestojaishriram,say yes to jai shri ram,6
184250,184692,184692,BonsoirParis,Bonsoir Paris,bonsoirparis,bonsoir paris,2
165137,165543,165543,RAMlingam,RA Mlingam,ramlingam,ra mlingam,2
247020,247613,247613,EuropaIstDieAntwort,Europa Ist Die Antwort,europaistdieantwort,europa ist die antwort,4
144574,144934,144934,YogeshRaj,Yogesh Raj,yogeshraj,yogesh raj,2
288354,289038,289038,NobodyKilled,Nobody Killed,nobodykilled,nobody killed,2
157008,157396,157396,gracePoe,grace Poe,gracepoe,grace poe,2
201373,201858,201858,CbiRaid,Cbi Raid,cbiraid,cbi raid,2
139880,140235,140235,2020Women,2020 Women,2020women,2020 women,2
275444,276097,276097,EtsySocial,Etsy Social,etsysocial,etsy social,2
232109,232665,232665,HinduMusalman,Hindu Musalman,hindumusalman,hindu musalman,2
325394,326161,326161,#RockyAurRaniKiPremKahani,Rocky Aur Rani Ki Prem Kahani,#rockyaurranikipremkahani,rocky aur rani ki prem kahani,6
237236,237804,237804,congressforDevelopment,congressfor Development,congressfordevelopment,congressfor development,2
144807,145167,145167,MembersofParliament,Membersof Parliament,membersofparliament,membersof parliament,2
256722,257336,257336,InfrastructureNOW,Infrastructure NOW,infrastructurenow,infrastructure now,2
269420,270059,270059,AshleyTisdale,Ashley Tisdale,ashleytisdale,ashley tisdale,2
216302,216826,216826,MyfavoriteSinger,Myfavorite Singer,myfavoritesinger,myfavorite singer,2
96014,96271,96271,YeddyurappaSlamsCongress,Yeddyurappa Slams Congress,yeddyurappaslamscongress,yeddyurappa slams congress,3
27261,27344,27344,LatinoVoters,Latino Voters,latinovoters,latino voters,2
55621,55782,55782,RastrahitMeinVoting,Rastrahit Mein Voting,rastrahitmeinvoting,rastrahit mein voting,3
218401,218930,218930,2019ElectionsonKaya,2019 Electionson Kaya,2019electionsonkaya,2019 electionson kaya,3
285660,286340,286340,HappyYadav,Happy Yadav,happyyadav,happy yadav,2
217801,218327,218327,15Mar,15 Mar,15mar,15 mar,2
13468,13510,13510,JaimeLannister,Jaime Lannister,jaimelannister,jaime lannister,2
71368,71566,71566,aT,a T,at,a t,2
92417,92668,92668,MozamKhan,Mozam Khan,mozamkhan,mozam khan,2
113764,114057,114057,GujaratElection2019,Gujarat Election 2019,gujaratelection2019,gujarat election 2019,3
55777,55938,55938,TamilnaduStandsWithRahul,Tamilnadu Stands With Rahul,tamilnadustandswithrahul,tamilnadu stands with rahul,4
242744,243325,243325,MahatmaGandhiji,Mahatma Gandhiji,mahatmagandhiji,mahatma gandhiji,2
219390,219920,219920,AUSvAFG,AU Sv AFG,ausvafg,au sv afg,3
230728,231282,231282,SeoHyunjin,Seo Hyunjin,seohyunjin,seo hyunjin,2
292831,293525,293525,ITaintMyFaultDidIdoDAT,I Taint My Fault Did Ido DAT,itaintmyfaultdididodat,i taint my fault did ido dat,7
261445,262068,262068,SingleAccount,Single Account,singleaccount,single account,2
192736,193198,193198,indiaGotTalent,india Got Talent,indiagottalent,india got talent,3
41506,41623,41623,ScienttificAchievements,Scienttific Achievements,scienttificachievements,scienttific achievements,2
93550,93803,93803,AppellateTwitter,Appellate Twitter,appellatetwitter,appellate twitter,2
276809,277465,277465,RafalePaperChoro,Rafale Paper Choro,rafalepaperchoro,rafale paper choro,3
230565,231119,231119,KhalsaPanth,Khalsa Panth,khalsapanth,khalsa panth,2
129439,129769,129769,AshishNandi,Ashish Nandi,ashishnandi,ashish nandi,2
