,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation
60,amitshahincuttack,amitshahincuttack,a mitshahincuttack,amitshahincuttac k,amit shah in cuttack,am itshahincuttack,amitshahincutt ack,amit shahincuttack,amitshah in cuttack,ami tshahincuttack,amitshahincut tack,election,300161,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""amit"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 8, ""text"": ""shah"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 17, ""text"": ""cuttack"", ""labels"": [""Named Entity""]}]",amitshahincuttack,3,1975,2021-12-30T13:59:26.758070Z,2021-12-30T13:59:26.758116Z,13.235,amit shah in cuttack
61,callgirlsinbangalore,callgirlsinbangalore,callgirlsinbangalor e,call girls in bangalore,callgirlsinbangalo re,c allgirlsinbangalore,call girlsinbangalore,callgirlsinbangal ore,ca llgirlsinbangalore,callgirls in bangalore,callgirlsinbanga lore,election,300160,$3,Hashtag has named entities,"[{""start"": 11, ""end"": 20, ""text"": ""bangalore"", ""labels"": [""Named Entity""]}]",callgirlsinbangalore,3,1974,2021-12-30T13:59:09.151372Z,2021-12-30T13:59:09.151416Z,6.551,call girls in bangalore
62,nationalharled,nationalharled,national harled,nationalhar led,nationalharle d,na tionalharled,nationalharl ed,national har led,n ationalharled,nation alharled,nat ionalharled,election,300158,$2,None,None,nationalharled,3,1972,2021-12-30T13:58:55.967659Z,2021-12-30T13:58:55.967710Z,4.898,national harled
63,adm,adm,ad m,a dm,a d m,,,,,,,election,300157,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""adm"", ""labels"": [""Named Entity""]}]",adm,3,1971,2021-12-30T13:58:49.375161Z,2021-12-30T13:58:49.375210Z,23.849,adm
64,vote4kaamdar,vote4kaamdar,vote4kaamda r,v ote4kaamdar,vote4kaam dar,vote4kaamd ar,vote 4kaamdar,vo te4kaamdar,vot e4kaamdar,vote4ka amdar,vote4 kaamdar,election,300155,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,vote 4 kaamdar,3,1970,2021-12-30T13:58:17.887088Z,2021-12-30T13:58:17.887134Z,13.239,vote 4 kaamdar
65,armaanmalik,armaan malik,armaanmalik,a rmaanmalik,armaanmali k,arm aanmalik,ar maanmalik,armaan ma lik,armaanmal ik,armaanma lik,armaanm alik,election,300153,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""armaan"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""malik"", ""labels"": [""Named Entity""]}]",armaanmalik,3,1969,2021-12-30T13:58:02.926547Z,2021-12-30T13:58:02.926590Z,9.213,armaan malik
66,ceobihar,ceobihar,ceo bihar,c e o bihar,ceobiha r,ceobi har,c eobihar,ceo bi har,ce o bihar,ceobih ar,ce obihar,election,300151,$2,Hashtag has named entities,"[{""start"": 3, ""end"": 8, ""text"": ""bihar"", ""labels"": [""Named Entity""]}]",ceobihar,3,1968,2021-12-30T13:57:51.307897Z,2021-12-30T13:57:51.307946Z,5.948,ceo bihar
67,akhayakumar,akhaya kumar,akhayakumar,a khayakumar,akhayakuma r,akhayaku mar,akhayakum ar,akhayak umar,ak hayakumar,akha yakumar,akh ayakumar,election,300150,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""akhaya"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""kumar"", ""labels"": [""Named Entity""]}]",akhayakumar,3,1967,2021-12-30T13:57:43.792532Z,2021-12-30T13:57:43.792580Z,9.701,akhaya kumar
68,rahulsayssorry,rahulsayssorry,rahul says sorry,rahulsayssorr y,rahulsays sorry,r ahulsayssorry,rahul sayssorry,rah ulsayssorry,ra hulsayssorry,rahulsayssor ry,rahu lsayssorry,election,300146,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""rahul"", ""labels"": [""Named Entity""]}]",rahulsayssorry,3,1966,2021-12-30T13:57:25.331676Z,2021-12-30T13:57:25.331720Z,5.79,rahul says sorry
69,priyankagandhis,priyankagandhis,priyanka gandhi s,priyankagandh is,priyanka gandhis,priyanka g and his,priyanka g and h is,priyankagand his,priyankagandhi s,priyankag and his,p riyankagandhis,election,300145,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""priyanka"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 15, ""text"": ""gandhis"", ""labels"": [""Named Entity""]}]",priyankagandhis,3,1965,2021-12-30T13:57:18.426972Z,2021-12-30T13:57:18.427024Z,11.094,priyanka gandhis
70,vijayprabhakaran,vijayprabhakaran,vijay prabhakaran,vijayprabhakar an,vijayprabhaka ran,vijayprabhakara n,v ijayprabhakaran,vijayprabha karan,vi jayprabhakaran,vij ayprabhakaran,vijayprabhak aran,election,300144,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""vijay"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 16, ""text"": ""prabhakaran"", ""labels"": [""Named Entity""]}]",vijayprabhakaran,3,1964,2021-12-30T13:57:06.079862Z,2021-12-30T13:57:06.079907Z,10.072,vijay prabhakaran
71,minhoon,minhoon,minho on,min hoon,min ho on,m in hoon,minh oon,min ho o n,minh o on,minhoo n,m inhoon,election,300143,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""min"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""hoon"", ""labels"": [""Named Entity""]}]",minhoon,3,1963,2021-12-30T13:56:54.210253Z,2021-12-30T13:56:54.210299Z,25.984,min hoon
72,jeemains,jee mains,jeemains,jee main s,jeemain s,jeema ins,j eemains,je emains,je e mains,jeemai ns,jeem ains,election,300142,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""jee"", ""labels"": [""Named Entity""]}]",jeemains,3,1962,2021-12-30T13:56:26.628440Z,2021-12-30T13:56:26.628486Z,8.584,jee mains
73,indiajadhavvictory,indiajadhavvictory,in diajadhavvictory,indiajadhavvictor y,indiajadhav victory,i ndiajadhavvictory,india jadhavvictory,indiajadhavvic tory,ind iajadhavvictory,indiajadhavvicto ry,indi ajadhavvictory,election,300140,None,None,"[{""start"": 0, ""end"": 5, ""text"": ""india"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""jadhav"", ""labels"": [""Named Entity""]}]",india jadhav victory,3,1961,2021-12-30T13:56:15.860841Z,2021-12-30T13:56:15.860886Z,21.783,india jadhav victory
74,idontwantmodi,idontwantmodi,i dont want modi,i do nt want modi,idontwantmod i,idontwantmo di,idontwant modi,i don t want modi,i dontwantmodi,id ontwantmodi,i do nt wa nt modi,election,300138,$2,Hashtag has named entities,"[{""start"": 9, ""end"": 13, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",idontwantmodi,3,1960,2021-12-30T13:55:51.137407Z,2021-12-30T13:55:51.137453Z,6.692,i dont want modi
75,modipromise15lakhs,modipromise15lakhs,modipromise15lakh s,m odipromise15lakhs,modi promise15lakhs,mo dipromise15lakhs,modipromise15lak hs,mod ipromise15lakhs,modipromise15 lakhs,modipromise15la khs,modipromise 15lakhs,election,300137,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 4, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",modi promise 15 lakhs,3,1959,2021-12-30T13:55:42.101828Z,2021-12-30T13:55:42.101874Z,15.234,modi promise 15 lakhs
76,pissful,pissful,piss ful,pissfu l,p issful,piss f u l,pi ssful,pissf ul,pis sful,pis s ful,pissf u l,election,300127,$1,None,None,pissful,3,1958,2021-12-30T13:55:19.245541Z,2021-12-30T13:55:19.245587Z,2.513,pissful
77,ndaa,ndaa,nda a,nd aa,n d a a,n daa,n da a,n d aa,nd a a,,,election,300126,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""ndaa"", ""labels"": [""Named Entity""]}]",ndaa,3,1957,2021-12-30T13:54:39.968512Z,2021-12-30T13:54:39.968557Z,6.401,ndaa
78,pradhanmantri,pradhanmantri,pradhan mantri,pradhanmantr i,p radhanmantri,pradhanmant ri,pr adhanmantri,pradhanman tri,pra dhanmantri,pradhanmant r i,prad hanmantri,election,300123,$2,Hashtag has non english token ,None,pradhanmantri,3,1956,2021-12-30T13:54:29.569364Z,2021-12-30T13:54:29.569410Z,3.43,pradhan mantri
79,nottingham,nottingham,notting ham,nott ingham,nottingha m,nottingh am,no ttingham,not tingham,n ottingham,notting ha m,not t ingham,election,300122,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""nottingham"", ""labels"": [""Named Entity""]}]",nottingham,3,1955,2021-12-30T13:54:24.531646Z,2021-12-30T13:54:24.531693Z,13.089,nottingham
80,teamsaadachowk,teamsaadachowk,teamsaadachow k,team saadachowk,t eamsaadachowk,te amsaadachowk,teams aadachowk,tea msaadachowk,teamsaada chowk,teamsaadacho wk,teamsaadach owk,election,300118,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,teams aada chowk,3,1954,2021-12-30T13:53:43.530897Z,2021-12-30T13:53:43.530942Z,20.864,teams aada chowk
81,iod,iod,i o d,io d,i od,,,,,,,election,300115,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""iod"", ""labels"": [""Named Entity""]}]",iod,3,1953,2021-12-30T13:53:17.972747Z,2021-12-30T13:53:17.972793Z,11.961,iod
82,electioms,electioms,electio ms,electiom s,e lectioms,elect ioms,el ectioms,electi oms,electio m s,ele ctioms,elec tioms,election,300114,$1,None,None,electioms,3,1952,2021-12-30T13:53:03.468665Z,2021-12-30T13:53:03.468715Z,2.051,electioms
83,trueindians,true indians,trueindians,true indian s,trueindian s,t rueindians,trueindi ans,trueindia ns,true india ns,true india n s,tr ueindians,election,300113,$1,None,None,trueindians,3,1951,2021-12-30T13:52:59.875465Z,2021-12-30T13:52:59.875509Z,2.08,true indians
84,bekarchowkidar,bekarchowkidar,bekar chowkidar,bekarchowkida r,be karchowkidar,bekarchowki dar,b ekarchowkidar,bekarchowkid ar,bekarchow kidar,bekarchowk idar,bek archowkidar,election,300112,$2,Hashtag has non english token ,None,bekarchowkidar,3,1950,2021-12-30T13:52:56.588449Z,2021-12-30T13:52:56.588495Z,4.373,bekar chowkidar
85,voterawerness,voterawerness,voterawernes s,v oterawerness,voter awerness,voterawerne ss,vote rawerness,voterawern ess,voterawer ness,vo terawerness,vot erawerness,election,300111,$4,None,None,voterawerness,3,1949,2021-12-30T13:52:49.756001Z,2021-12-30T13:52:49.756051Z,4.591,voter awerness
86,shershah,sher shah,shershah,shersha h,she r shah,s hershah,s he r shah,shers hah,s her shah,sh er shah,shersh ah,election,300109,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""shershah"", ""labels"": [""Named Entity""]}]",shershah,3,1948,2021-12-30T13:52:37.925544Z,2021-12-30T13:52:37.925593Z,8.308,shershah
87,selfieescorts,selfieescorts,selfie escorts,selfieescort s,s elfieescorts,se lfieescorts,self ieescorts,selfieescor ts,selfieesco rts,selfi eescorts,sel fieescorts,election,300104,$2,None,None,selfieescorts,3,1947,2021-12-30T13:52:25.809667Z,2021-12-30T13:52:25.809712Z,3.204,selfie escorts
88,votefornarendramodi,vote for narendra modi,votefornarendramodi,votefornarendramod i,votefornarendramo di,vote for narendramodi,votefornarendra modi,v otefornarendramodi,vote fornarendramodi,votefor narendra modi,votefornarendram odi,election,300103,$1,Hashtag has named entities,"[{""start"": 7, ""end"": 15, ""text"": ""narendra"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 19, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",votefornarendramodi,3,1946,2021-12-30T13:52:20.047929Z,2021-12-30T13:52:20.047975Z,13.869,vote for narendra modi
89,modifornewindia,modifornewindia,modifornewindi a,modifornew india,m odifornewindia,modi for new india,modi fornewindia,modifornewind ia,mo difornewindia,mod ifornewindia,modifornewin dia,election,300102,$5,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""modi"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 15, ""text"": ""india"", ""labels"": [""Named Entity""]}]",modifornewindia,3,1945,2021-12-30T13:52:04.767531Z,2021-12-30T13:52:04.767578Z,20.664,modi for new india
90,sed,sed,se d,s ed,s e d,,,,,,,election,300101,$1,None,None,sed,3,1944,2021-12-30T13:51:42.079391Z,2021-12-30T13:51:42.079437Z,1.82,sed
91,getoutmodi,getoutmodi,get out modi,getoutmod i,getout modi,getoutmo di,get outmodi,g etoutmodi,getoutm odi,ge toutmodi,getoutmo d i,election,300100,$2,Hashtag has named entities,"[{""start"": 6, ""end"": 10, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",getoutmodi,3,1943,2021-12-30T13:51:38.727605Z,2021-12-30T13:51:38.727653Z,6.969,get out modi
92,aravindkejiriwal,aravind kejiriwal,aravindkejiriwal,a ravindkejiriwal,aravindkejiriw al,aravindkejiriwa l,ar avindkejiriwal,aravindkejiri wal,ara vindkejiriwal,arav indkejiriwal,aravi ndkejiriwal,election,300095,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""aravind"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 16, ""text"": ""kejiriwal"", ""labels"": [""Named Entity""]}]",aravindkejiriwal,3,1942,2021-12-30T13:51:26.838248Z,2021-12-30T13:51:26.838297Z,12.971,aravind kejiriwal
93,poertycommunity,poertycommunity,poerty community,poertycommunit y,p oertycommunity,poertycomm unity,po ertycommunity,poertycommuni ty,poe rtycommunity,poertycommu nity,poertycommun ity,election,300090,$2,None,None,poertycommunity,3,1941,2021-12-30T13:50:36.015809Z,2021-12-30T13:50:36.015859Z,3.393,poerty community
94,karmataka,karmataka,kar mataka,karma taka,karmatak a,kar mata ka,karm ataka,karmat aka,karma tak a,kar mat aka,karmata ka,election,300085,$1,None,None,karmataka,3,1940,2021-12-30T13:50:26.973054Z,2021-12-30T13:50:26.973099Z,2.303,karmataka
95,1a,1a,1 a,,,,,,,,,election,300084,$2,None,None,1a,3,1939,2021-12-30T13:50:23.284214Z,2021-12-30T13:50:23.284258Z,3.301,1 a
96,tattooartistchicago,tattooartistchicago,tattoo artist chicago,tattooartistchica go,tattooartistchicag o,tattooartist chicago,t attooartistchicago,ta ttooartistchicago,tat tooartistchicago,tattooartistchic ago,tattoo artistchicago,election,300083,$2,Hashtag has named entities,"[{""start"": 12, ""end"": 19, ""text"": ""chicago"", ""labels"": [""Named Entity""]}]",tattooartistchicago,3,1938,2021-12-30T13:50:18.975716Z,2021-12-30T13:50:18.975763Z,6.981,tattoo artist chicago
97,opioidusedisorder,opioid use disorder,opioidusedisorder,opioidusedis order,opioidusedisorde r,opioidusedisor der,o pioidusedisorder,opioidusedisord er,opioiduse disorder,op ioidusedisorder,opioid usedisorder,election,300082,$1,None,None,opioidusedisorder,3,1937,2021-12-30T13:50:10.978307Z,2021-12-30T13:50:10.978352Z,19.587,opioid use disorder
98,banaskatha,banaskatha,banaskath a,banas katha,banaska tha,banaskat ha,ban as katha,b anaskatha,ban askatha,ba naskatha,bana skatha,election,300081,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""banaskatha"", ""labels"": [""Named Entity""]}]",banaskatha,3,1936,2021-12-30T13:49:50.095933Z,2021-12-30T13:49:50.095981Z,15.03,banaskatha
99,hongkongisnotchina,hongkongisnotchina,hongkongisnotchin a,hongkongisnotchi na,hongkongisnot china,hongkongisnotch in a,hong kong is not china,ho ngkongisnotchina,h ongkongisnotchina,hon gkongisnotchina,hong kongisnotchina,election,300080,$6,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""hong"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 8, ""text"": ""kong"", ""labels"": [""Named Entity""]}, {""start"": 13, ""end"": 18, ""text"": ""china"", ""labels"": [""Named Entity""]}]",hongkongisnotchina,3,1935,2021-12-30T13:49:33.460619Z,2021-12-30T13:49:33.460667Z,25.405,hong kong is not china
100,votekarmumbaikar,votekarmumbaikar,votekarmumbai kar,votekarmumbaika r,v otekarmumbaikar,votekarmumbaik ar,vote karmumbaikar,vo tekarmumbaikar,vote kar mumbai kar,vot ekarmumbaikar,vote kar mumbaikar,election,300077,$10,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,votekarmumbaikar,3,1934,2021-12-30T13:48:56.687082Z,2021-12-30T13:48:56.687125Z,6.85,vote kar mumbaikar
101,lexar,lexar,lex ar,lexa r,le xar,l exar,lex a r,le x ar,l e xar,l ex ar,le xa r,election,300075,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""lexar"", ""labels"": [""Named Entity""]}]",lexar,3,1933,2021-12-30T13:48:47.033119Z,2021-12-30T13:48:47.033167Z,11.497,lexar
102,maibhichoukidar,maibhichoukidar,maibhichoukida r,m aibhichoukidar,maibhichouki dar,ma ibhichoukidar,maibhichoukid ar,maibhichou kidar,mai bhichoukidar,maibhichouk idar,maibhi choukidar,election,300074,None,Hashtag has non english token ,None,mai bhi choukidar,3,1932,2021-12-30T13:48:34.330264Z,2021-12-30T13:48:34.330309Z,11.966,mai bhi choukidar
103,gabbr,gabbr,gabb r,gab br,ga bbr,g abbr,gab b r,g a b b r,ga b br,ga b b r,g a b br,election,300073,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""gabbr"", ""labels"": [""Named Entity""]}]",gabbr,3,1931,2021-12-30T13:48:19.354677Z,2021-12-30T13:48:19.354721Z,4.9,gabbr
104,betul,betul,be tul,bet ul,betu l,bet u l,be t u l,be tu l,b etul,b e t u l,be t ul,election,300072,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""betul"", ""labels"": [""Named Entity""]}]",betul,3,1930,2021-12-30T13:48:12.951047Z,2021-12-30T13:48:12.951097Z,25.47,betul
105,amongst,amongst,among st,among s t,amongs t,amon gst,a mongst,am on gst,am ongst,a m o n g s t,a mong st,election,300071,$1,None,None,amongst,3,1929,2021-12-30T13:47:46.043362Z,2021-12-30T13:47:46.043411Z,1.454,amongst
106,kavithakka,kavithakka,kavithakk a,kavi thakka,kavit hakka,kavithak ka,k avithakka,ka vithakka,kavitha kka,kav ithakka,kavith akka,election,300070,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""kavithakka"", ""labels"": [""Named Entity""]}]",kavithakka,3,1928,2021-12-30T13:47:06.066648Z,2021-12-30T13:47:06.066694Z,16.447,kavithakka
107,vellore4vivsayi,vellore4vivsayi,vellore4vivsay i,v ellore4vivsayi,ve llore4vivsayi,vellore4vivsa yi,vel lore4vivsayi,vellore 4vivsayi,vellore4vivsa y i,vellore4viv sayi,vellore4viv say i,election,300069,None,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""vellore"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 15, ""text"": ""vivsayi"", ""labels"": [""Named Entity""]}]",vellore 4 vivsayi,3,1927,2021-12-30T13:46:48.067919Z,2021-12-30T13:46:48.067964Z,43.317,vellore 4 vivsayi
108,modiaagya,modiaagya,modiaagy a,m odiaagya,modi aagya,modiaag ya,modia agya,mo diaagya,modi aag ya,mod iaagya,modi aa gya,election,300068,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",modiaagya,3,1926,2021-12-30T13:46:02.784544Z,2021-12-30T13:46:02.784592Z,6.555,modi aagya
109,govenor,govenor,goven or,gove nor,g oven or,gov en or,goveno r,go ve nor,go venor,gove n or,gov enor,election,300067,$1,None,None,govenor,3,1925,2021-12-30T13:45:54.934774Z,2021-12-30T13:45:54.934821Z,1.754,govenor
110,honanary,honanary,hona nary,ho nanary,honanar y,honan ary,hon anary,h onanary,hona na ry,ho na nary,honan ar y,election,300066,$1,None,None,honanary,3,1924,2021-12-30T13:45:52.079560Z,2021-12-30T13:45:52.079606Z,1.965,honanary
111,khangis,khangis,khang is,khan g is,khan gis,khangi s,k hang is,kha ng is,k hangis,khang i s,kha ngis,election,300065,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""khangis"", ""labels"": [""Named Entity""]}]",khangis,3,1923,2021-12-30T13:45:48.212507Z,2021-12-30T13:45:48.212557Z,44.758,khangis
112,amethiwithsmritididi,amethiwithsmritididi,amethiwithsmritidid i,a methiwithsmritididi,amethiwithsmritidi di,am ethiwithsmritididi,amethiwithsmriti didi,amethiwithsmritid idi,amethi withsmritididi,amethiwithsmriti did i,ame thiwithsmritididi,election,300064,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""amethi"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 16, ""text"": ""smriti"", ""labels"": [""Named Entity""]}]",amethi with smriti didi,3,1922,2021-12-30T13:45:02.016693Z,2021-12-30T13:45:02.016740Z,134.33,amethi with smriti didi
113,pixel3xl,pixel3xl,pixel 3 xl,pixel3x l,pixel 3xl,p ixel3xl,pi xel3xl,pixel3 xl,pix el3xl,pixel 3 x l,pixe l3xl,election,300062,$2,None,None,pixel3xl,3,1921,2021-12-30T13:42:44.431882Z,2021-12-30T13:42:44.431929Z,4.753,pixel 3 xl
114,quiksilver,quiksilver,quik silver,quiksilve r,quiksilv er,q uiksilver,qui ksilver,quiksil ver,qu iksilver,qui k silver,quiksilv e r,election,300058,$2,None,None,quiksilver,3,1920,2021-12-30T13:42:33.929037Z,2021-12-30T13:42:33.929082Z,1.745,quik silver
